requirement_id,type,priority,domain,chapter,section,page,short_substance,owner,implementation_status,verification_status,production_readiness,pilot_blocking,production_blocking,full_srs_blocking,repo_evidence,test_evidence,evidence_basis,governance_dependency,design_dependency,runtime_dependency,external_dependency,workstream,recommended_lane,merge_wave,can_start_now,blocking_reason,schema_change_expected,migration_expected,notes,delta_from_p0,delta_reason
FR-HRM-031,FR,S,Workforce / HR,14,14.5,89,"The System SHALL compute kitchen employee metrics from KDS data: items prepared, average preparation time by item, and remake count.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no performance metrics or payroll export,none,DOMAIN,,,,,P11-HR,F,2,YES,,YES,YES,,UNCHANGED,
FR-HRM-032,FR,S,Workforce / HR,14,14.5,89,"The System SHALL support ranking employees on any metric within a branch, position, and period.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no performance metrics or payroll export,none,DOMAIN,,,,,P11-HR,F,2,YES,,YES,YES,,UNCHANGED,
FR-HRM-033,FR,M,Workforce / HR,14,14.5,89,"The System SHALL compute worked hours, split into regular and overtime per the branch’s country pack overtime rules.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no performance metrics or payroll export,none,DOMAIN,,,,,P11-HR,F,2,YES,,YES,YES,,UNCHANGED,
FR-HRM-034,FR,M,Workforce / HR,14,14.5,89,"Overtime beyond a configurable threshold SHALL require pre-approval, and unapproved overtime SHALL be flagged in a separate report rather than silently included.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no performance metrics or payroll export,none,DOMAIN,,,,,P11-HR,F,2,YES,,YES,YES,,UNCHANGED,
FR-HRM-035,FR,M,Workforce / HR,14,14.5,89,"The System SHALL export payroll data in configurable formats (CSV with mappable columns, plus provider-specific templates) containing employee identifier, period, regular hours, overtime hours, absence, tips allocated, and deductions recorded.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no performance metrics or payroll export,none,DOMAIN,,,,,P11-HR,F,2,YES,,YES,YES,,UNCHANGED,
FR-HRM-036,FR,S,Workforce / HR,14,14.5,89,"The System SHALL NOT compute net pay, tax withholding, or statutory contributions. It exports inputs to payroll; it is not a payroll engine.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no performance metrics or payroll export,none,DOMAIN,,,,,P11-HR,F,2,YES,,YES,YES,,UNCHANGED,
FR-INT-001,FR,M,Integrations,23,23.1,125,Every external system SHALL be accessed through an Anti-Corruption Layer that translates between the external model and the ROS domain model. External data structures SHALL NOT propagate into the domain.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no integration framework, no adapters, no webhooks",none,DOMAIN,,,,,P16-INT,C,4,YES,,NO,NO,,UNCHANGED,
FR-INT-002,FR,M,Integrations,23,23.1,125,All outbound integration calls SHALL be dispatched through the transactional outbox and SHALL be idempotent.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no integration framework, no adapters, no webhooks",none,DOMAIN,,,,,P16-INT,C,4,YES,,NO,NO,,UNCHANGED,
FR-INT-003,FR,M,Integrations,23,23.1,125,"All inbound integration calls SHALL be authenticated, rate-limited, validated against a schema, and idempotent by an external reference key.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no integration framework, no adapters, no webhooks",none,DOMAIN,,,,,P16-INT,C,4,YES,,NO,NO,,UNCHANGED,
FR-INT-004,FR,M,Integrations,23,23.1,126,"Integration failures SHALL be visible in an integration health dashboard showing per-connector status, last success, error rate, and queue depth.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no integration framework, no adapters, no webhooks",none,DOMAIN,,,,,P16-INT,C,4,YES,,NO,NO,,UNCHANGED,
FR-INT-005,FR,M,Integrations,23,23.1,126,"Integration credentials SHALL be stored encrypted, SHALL be rotatable without downtime, and SHALL never appear in logs or error messages.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no integration framework, no adapters, no webhooks",none,DOMAIN,,,,,P16-INT,C,4,YES,,NO,NO,,UNCHANGED,
FR-INT-006,FR,M,Integrations,23,23.1,126,"Each connector SHALL implement a circuit breaker: after a configured failure threshold, calls are suspended and queued, with periodic probing for recovery.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no integration framework, no adapters, no webhooks",none,DOMAIN,,,,,P16-INT,C,4,YES,,NO,NO,,UNCHANGED,
FR-INV-001,FR,M,Inventory,11,11.2,70,The System SHALL maintain a stock item master with the following attributes:,BACKEND,COMPLETE,PARTIALLY VERIFIED,NOT READY,NO,NO,NO,"stock items, categories, UoM, conversions, packaging units, reorder config implemented",none,MODULE,D-17,,,,P8-COST,E,2,YES,,NO,NO,,UNCHANGED,
FR-INV-002,FR,M,Inventory,11,11.2,70,The base unit of measure SHALL be immutable once any stock movement exists for the item.,BACKEND,COMPLETE,PARTIALLY VERIFIED,NOT READY,NO,NO,NO,"stock items, categories, UoM, conversions, packaging units, reorder config implemented",none,MODULE,D-17,,,,P8-COST,E,2,YES,,NO,NO,,UNCHANGED,
FR-INV-003,FR,M,Inventory,11,11.2,71,"The System SHALL support multiple purchase units per item with independent conversion factors, so an item may be bought in cases of 12 from one supplier and cases of 24 from another.",BACKEND,COMPLETE,PARTIALLY VERIFIED,NOT READY,NO,NO,NO,"stock items, categories, UoM, conversions, packaging units, reorder config implemented",none,MODULE,D-17,,,,P8-COST,E,2,YES,,NO,NO,,UNCHANGED,
FR-INV-004,FR,M,Inventory,11,11.2,71,"The System SHALL support mass↔volume conversion for an item where a density factor is configured, and SHALL reject such conversion where it is not.",BACKEND,COMPLETE,PARTIALLY VERIFIED,NOT READY,NO,NO,NO,"stock items, categories, UoM, conversions, packaging units, reorder config implemented",none,MODULE,D-17,,,,P8-COST,E,2,YES,,NO,NO,,UNCHANGED,
FR-INV-005,FR,S,Inventory,11,11.2,71,"The System SHALL support supplier-specific item codes and barcodes, so that a supplier’s invoice or delivery note can be matched automatically.",BACKEND,COMPLETE,PARTIALLY VERIFIED,NOT READY,NO,NO,NO,"stock items, categories, UoM, conversions, packaging units, reorder config implemented",none,MODULE,D-17,,,,P8-COST,E,2,YES,,NO,NO,,UNCHANGED,
FR-INV-010,FR,M,Inventory,11,11.3,71,"The System SHALL maintain current stock levels per (item, location) pair as a projection over the stock movement ledger.",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,"stock_levels projection now atomically maintained under row lock on every write path: MovementsService.post (A1-1/A1-4, RETURNING-derived), SaleDepletionService (A1-3A/A1-3B set-oriented, 28 statements). FIFO/weighted-average/standard valuation implemented; valuation REPORTING surface remains absent.",inventory-concurrency-matrix.e2e-spec.ts (17/17) directly asserts the projection equals the ledger fold under concurrent writes across every scenario; movements-concurrency.e2e-spec.ts (19/19).,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,"Implementation status held at PARTIAL (valuation reporting sub-clause remains entirely unbuilt — untouched by any integrated commit). Verification upgraded from UNVERIFIED: the core 'current stock levels as a projection over the ledger' claim is now proven correct under real concurrent writes, where before no concurrency test existed for MovementsService.post at all.",CHANGED,"Implementation status held at PARTIAL (valuation reporting sub-clause remains entirely unbuilt — untouched by any integrated commit). Verification upgraded from UNVERIFIED: the core 'current stock levels as a projection over the ledger' claim is now proven correct under real concurrent writes, where before no concurrency test existed for MovementsService.post at all."
FR-INV-011,FR,M,Inventory,11,11.3,71,"Stock levels SHALL be reconcilable to the movement ledger at any point in time, and a scheduled job SHALL verify the reconciliation daily and alert on divergence.",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,The 'reconcilable to the movement ledger at any point in time' half is proven true under concurrency by A1-4's exact-fold assertions on every write path. The 'a scheduled job SHALL verify... daily and alert' half remains entirely unbuilt — no scheduler exists in this codebase.,"inventory-concurrency-matrix.e2e-spec.ts (17/17), movements-concurrency.e2e-spec.ts (19/19).",MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,Implementation status held at PARTIAL per the explicit hard rule naming this requirement: the scheduling obligation remains outstanding. A synchronous test proving the ledger reconciles at a point in time is NOT converted into evidence of the separate daily-scheduled-job clause. Verification upgraded from UNVERIFIED to PARTIALLY VERIFIED to reflect that the reconciliation MATH itself (not the scheduling) is now demonstrated correct.,CHANGED,Implementation status held at PARTIAL per the explicit hard rule naming this requirement: the scheduling obligation remains outstanding. A synchronous test proving the ledger reconciles at a point in time is NOT converted into evidence of the separate daily-scheduled-job clause. Verification upgraded from UNVERIFIED to PARTIALLY VERIFIED to reflect that the reconciliation MATH itself (not the scheduling) is now demonstrated correct.
FR-INV-012,FR,M,Inventory,11,11.3,71,"The System SHALL support three costing methods, configurable per item:",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,dual-axis FIFO cost / FEFO physical depletion on the completion path,test/order-completion.e2e-spec.ts; order-completion-concurrency,DIRECT,D-17,,,,P8-COST,E,2,YES,,NO,NO,,UNCHANGED,
FR-INV-013,FR,M,Inventory,11,11.3,71,"Where an item is batch-tracked, FIFO valuation SHALL follow batch receipt order, and consumption SHALL record which batch was consumed.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,dual-axis FIFO cost / FEFO physical depletion on the completion path,test/order-completion.e2e-spec.ts; order-completion-concurrency,DIRECT,D-17,,,,P8-COST,E,2,YES,,NO,NO,,UNCHANGED,
FR-INV-014,FR,M,Inventory,11,11.3,71,"The System SHALL permit negative stock levels, recording them and raising an alert, rather than blocking the transaction that causes them.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,stock levels and FIFO/weighted-average/standard valuation implemented; valuation reporting absent,none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-015,FR,M,Inventory,11,11.3,71,"The System SHALL report total inventory value per location, per category, and per item, at any historical date, computed from the movement ledger.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,stock levels and FIFO/weighted-average/standard valuation implemented; valuation reporting absent,none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-020,FR,M,Inventory,11,11.4,72,"For batch-tracked items, the System SHALL create a batch record on receipt or production, carrying: batch number, production date, expiry date, quantity, unit cost, supplier, and originating document.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"batches with expiry and FEFO selection implemented; expiry jobs, alerts and disposal workflow absent",none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-021,FR,M,Inventory,11,11.4,72,"The System SHALL default the expiry date from the item’s configured shelf life, allowing override at receipt.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"batches with expiry and FEFO selection implemented; expiry jobs, alerts and disposal workflow absent",none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-022,FR,M,Inventory,11,11.4,72,"The System SHALL support two consumption strategies, configurable per item: • | FIFO — consume the oldest received batch first. • | FEFO — consume the batch with the nearest expiry first.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,sale depletion effects/allocations with carry-forward provenance,test/order-completion.e2e-spec.ts,DIRECT,D-17,,,,P8-COST,E,2,YES,,NO,NO,,UNCHANGED,
FR-INV-023,FR,M,Inventory,11,11.4,72,FEFO SHALL be the default for items with expiry tracking enabled.,BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,sale depletion effects/allocations with carry-forward provenance,test/order-completion.e2e-spec.ts,DIRECT,D-17,,,,P8-COST,E,2,YES,,NO,NO,,UNCHANGED,
FR-INV-024,FR,M,Inventory,11,11.4,72,"The System SHALL generate expiry alerts at configurable horizons per item category (default: 7, 3, and 1 days before expiry).",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"batches with expiry and FEFO selection implemented; expiry jobs, alerts and disposal workflow absent",none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-025,FR,M,Inventory,11,11.4,72,"The System SHALL provide an expiry action worklist showing items approaching expiry, with quantity, value, and one-tap actions: mark wasted, transfer to another location, or create a markdown promotion.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"batches with expiry and FEFO selection implemented; expiry jobs, alerts and disposal workflow absent",none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-026,FR,S,Inventory,11,11.4,72,"The System SHALL support automatic write-off of expired batches at day close, configurable per item category, creating waste records with reason expired.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"batches with expiry and FEFO selection implemented; expiry jobs, alerts and disposal workflow absent",none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-027,FR,S,Inventory,11,11.4,72,"The System SHALL support batch traceability reporting: given a batch, list every order that consumed it (forward trace); given an order, list every batch consumed (backward trace).",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,substrate present; the reporting surface over it is NOT implemented,none,DIRECT,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-030,FR,M,Inventory,11,11.5,72,The System SHALL record every stock change as an immutable movement per the schema in 7.4.3.,BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,inventory.stock_movements append-only ledger per SRS 7.4.3,test/inventory.e2e-spec.ts; order-completion suites,DIRECT,D-17,,,,P8-COST,E,2,YES,,NO,NO,,UNCHANGED,
FR-INV-031,FR,M,Inventory,11,11.5,72,"Inter-location transfers SHALL be modelled as a two-step process — dispatch and receipt — creating paired movements, with quantity in transit visible between them.",BACKEND,COMPLETE,PARTIALLY VERIFIED,READY,NO,NO,NO,"Transfer two-step dispatch/receipt model (counterpart_movement_id pairing, BR-INV-002) was already implemented; the ONLY cited blocker — MovementsService.post's defective (unlocked, float, absolute-write) discipline — is now fixed (A1-1 atomic exact-decimal RETURNING upsert; A1-4 removes the remaining unlocked average_cost pre-read and adds deterministic stockItemId lock ordering).","inventory-concurrency-matrix.e2e-spec.ts 'transfer-vs-sale' (3/3), part of A1-4's 17-test matrix, green in this session's MW1F targeted run.",MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,Upgraded from PARTIAL. The requirement's full literal text (two-step transfer model with in-transit visibility) was already built; the previously-cited blocking defect in the underlying write path is now closed and proven under concurrency with a real sale happening at the same time. Not marked VERIFIED-PASSING because the in-transit-quantity-visibility assertion specifically was not independently re-confirmed line-by-line this session (only the concurrency-safety of the pairing was directly observed via the passing transfer-vs-sale suite).,CHANGED,Upgraded from PARTIAL. The requirement's full literal text (two-step transfer model with in-transit visibility) was already built; the previously-cited blocking defect in the underlying write path is now closed and proven under concurrency with a real sale happening at the same time. Not marked VERIFIED-PASSING because the in-transit-quantity-visibility assertion specifically was not independently re-confirmed line-by-line this session (only the concurrency-safety of the pairing was directly observed via the passing transfer-vs-sale suite).
FR-INV-032,FR,M,Inventory,11,11.5,73,"The receiving location SHALL be able to record a received quantity differing from the dispatched quantity, creating a transfer discrepancy record requiring investigation and approval.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,movements and transfers implemented but on the defective MovementsService.post write discipline (see BR-INV-003),none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-033,FR,S,Inventory,11,11.5,73,Transfers SHALL support a printed or digital transfer note with barcode/QR for scanning at receipt.,BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,movements and transfers implemented but on the defective MovementsService.post write discipline (see BR-INV-003),none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-034,FR,M,Inventory,11,11.5,73,"Transfers between locations with different costing bases SHALL transfer at the sending location’s cost, with the difference posted to a transfer variance account where configured.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,movements and transfers implemented but on the defective MovementsService.post write discipline (see BR-INV-003),none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-035,FR,M,Inventory,11,11.5,73,"Manual stock adjustments SHALL require a reason code, SHALL be permission-gated, and SHALL require approval above a configurable value threshold.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,movements and transfers implemented but on the defective MovementsService.post write discipline (see BR-INV-003),none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-040,FR,M,Inventory,11,11.6,73,"The System SHALL support stock count sessions covering: a full location, a category, a storage area, or an ad-hoc item list.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"count sessions, lines, scope and posting implemented; blind/recount cycles, variance approval banding and concurrent-trading correctness incomplete",none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-INV-041,FR,M,Inventory,11,11.6,73,The System SHALL support two count modes: • | Blind count — expected quantity is hidden during counting. • | Open count — expected quantity is displayed.,BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"count sessions, lines, scope and posting implemented; blind/recount cycles, variance approval banding and concurrent-trading correctness incomplete",none,MODULE,D-17,,,,P8-COST,E,2,YES,,MAYBE,MAYBE,,UNCHANGED,
