requirement_id,type,module,priority,srs_section,short_text,backend_applicability,status,canonical_evidence,test_evidence,other_worktree_evidence,missing_behavior,dependency_or_blocker,governance_reference,recommended_workstream
FR-HRM-004,FR,HRM,S,14.2,Document refs with expiry + pre-expiry alerts,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No document-reference model/fields (residency permit, work permit, health cert, food-handling licence) and no expiry-alert job found anywhere in prisma/schema.prisma or src/",,,HRM-employee-document-compliance
FR-HRM-005,FR,HRM,M,14.2,Employee assignable to multiple branches w/ home branch,BACKEND,COMPLETE,prisma/schema.prisma:1905 model EmployeeBranch; Employee.homeBranchId,test/workforce-hr1.e2e-spec.ts,,,,,
FR-HRM-006,FR,HRM,M,14.2,"Deactivatable, not deletable if referenced",BACKEND,COMPLETE,"src/modules/workforce/employees/employees.service.ts (status transitions, EmployeeStatus enum active/suspended/terminated); FK Restrict relations throughout schema",test/workforce-hr1.e2e-spec.ts,,,,,
FR-HRM-010,FR,HRM,S,14.3,Create shift schedules by branch/week/position/employee,BACKEND,COMPLETE,"prisma/schema.prisma:2718 model Schedule, 2741 ScheduledShift;src/modules/workforce/schedule/schedule.service.ts:72,125",test/workforce-hr1.e2e-spec.ts,,,,,
FR-HRM-011,FR,HRM,S,14.3,Shift templates and week-pattern copying,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No template/copy method in schedule.service.ts (only createSchedule/createScheduledShift/getSchedule),,,HRM-schedule-templates-and-forecasting
FR-HRM-012,FR,HRM,S,14.3,"Schedule validation rules, warn/block on violation",BACKEND,PARTIAL,"src/modules/workforce/schedule/schedule.service.ts:247 assertMinRest, :281 assertMaxConsecutiveDays, :327 assertMaxWeeklyHours",test/workforce-hr1.e2e-spec.ts,,"Only 3 hard-coded rule types enforced (min rest, max consecutive days, max weekly hours) as hard blocks; SRS's 'configurable rules' with warn-vs-block distinction not evidenced — rules are not tenant-configurable",,,HRM-schedule-rule-configurability
FR-HRM-013,FR,HRM,S,14.3,Project scheduled labour cost vs target % of forecast sales,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No labour-cost projection or forecast-sales comparison logic found in workforce or reporting modules,,,HRM-schedule-templates-and-forecasting
FR-HRM-014,FR,HRM,S,14.3,"Forecast required staffing from historical sales, overlay on draft schedule",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No staffing-forecast logic found,,,HRM-schedule-templates-and-forecasting
FR-HRM-015,FR,HRM,S,14.3,"Publish schedule to employees, record acknowledgement",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,prisma/schema.prisma:2718 comment explicitly: 'FR-HRM-015 publish/acknowledgement and FR-HRM-016 swap requests remain deferred and have no representation here',,,HRM-schedule-publish-and-swap
FR-HRM-016,FR,HRM,C,14.3,Shift swap requests with rule validation + manager approval,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,Same Schedule model comment confirms no representation,,,HRM-schedule-publish-and-swap
FR-HRM-017,FR,HRM,S,14.3,"Leave requests, approval workflow, leave balance per type",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No leave-related model, service, or controller found anywhere under src/",,,HRM-leave-management
FR-HRM-020,FR,HRM,M,14.4,"Clock-in/out via POS PIN, mobile geofence, biometric",BACKEND,PARTIAL,"src/modules/workforce/attendance/attendance.controller.ts:97 POST clock-in, :123 clock-out; attendance.service.ts (geofence/outsideGeofence flag present)",test/workforce-hr1.e2e-spec.ts,,"POS-PIN clock-in/out implemented with geofence flagging; no mobile-app-specific geofence validation path or biometric device integration evidenced (mobile/biometric channels are SHARED_BACKEND_AND_CLIENT and the client side is out of scope, but no biometric-device backend ingestion endpoint exists either)",,,HRM-attendance-channels
FR-HRM-021,FR,HRM,M,14.4,"Record clock events w/ timestamp, method, terminal/device, GPS",BACKEND,COMPLETE,"src/modules/workforce/attendance/attendance.service.ts:281-291 raw SQL insert (status,clock_in_at,late_arrival,unscheduled,outside_geofence)",test/workforce-hr1.e2e-spec.ts,,,,,
FR-HRM-022,FR,HRM,M,14.4,Flag late/early/missing-clockout/outside-geofence/unscheduled,BACKEND,PARTIAL,"src/modules/workforce/attendance/attendance.service.ts:211-242 lateArrival via graceMinutes; :281 unscheduled, outsideGeofence columns",test/workforce-hr1.e2e-spec.ts,,Late arrival and unscheduled/outside-geofence flags evidenced; early-departure and missing-clock-out detection not directly located in this file — needs confirmation in clock-out path/scheduled job,,,HRM-attendance-flag-completeness
FR-HRM-023,FR,HRM,M,14.4,Prevent clock-in more than configurable interval before shift start,BACKEND,PARTIAL,src/modules/workforce/attendance/attendance-settings.service.ts (AttendanceSettings model has graceMinutes-style config),test/workforce-hr1.e2e-spec.ts,,Grace-period-after config confirmed (FR-HRM-022); a symmetric 'earliest clock-in before shift start' guard not directly confirmed in attendance.service.ts clock-in path,,,HRM-attendance-flag-completeness
FR-HRM-024,FR,HRM,S,14.4,"Auto-close missing clock-outs at max shift length, flag for correction",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No scheduled job found for auto-closing open attendance records (scheduler registry has no HRM job type); attendance-correction.service.ts handles manual correction only, not the automatic close",,,HRM-attendance-auto-close-job
FR-HRM-025,FR,HRM,M,14.4,"Manual corrections require reason, permission-gated, audited retaining original",BACKEND,COMPLETE,src/modules/workforce/attendance/attendance-correction.service.ts; attendance.controller.ts:160 POST :attendanceRecordId/correct @RequirePermission(ATTENDANCE_CORRECT),test/workforce-hr1.e2e-spec.ts,,,,,
FR-HRM-026,FR,HRM,S,14.4,"Break tracking, paid vs unpaid per configuration",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No break/paid-break model or endpoint found in workforce module,,,HRM-attendance-breaks
FR-HRM-027,FR,HRM,C,14.4,"Photo capture at clock-in, opt-in, notice",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No photo-capture field/upload path found,,,HRM-attendance-breaks
FR-HRM-030,FR,HRM,S,14.5,Per-employee sales/service metrics,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,workforce.module.ts:34 comment: 'performance metrics (FR-HRM-030..032)... remain deferred and have no representation here',,,HRM-performance-and-payroll
FR-HRM-031,FR,HRM,S,14.5,Kitchen employee metrics from KDS data,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,Same module comment; no KDS-to-workforce metrics aggregation found,,,HRM-performance-and-payroll
FR-HRM-032,FR,HRM,S,14.5,Rank employees on any metric by branch/position/period,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"Depends on FR-HRM-030/031, neither implemented",FR-HRM-030/031 not implemented,,HRM-performance-and-payroll
FR-HRM-033,FR,HRM,M,14.5,Worked hours split regular/overtime per country-pack overtime rules,BACKEND,BLOCKED,NONE,NONE,,workforce.permissions.ts:8-11 explicit comment: 'FR-HRM-033/034 are blocked by the absent Country Pack labour section',Country Pack labour/overtime-rules section not yet defined in localisation module,,HRM-overtime-and-payroll-country-pack
FR-HRM-034,FR,HRM,M,14.5,"Overtime pre-approval requirement, unapproved flagged separately",BACKEND,BLOCKED,NONE,NONE,,Same comment; hr.overtime.approve permission code exists in catalogue but deliberately not seeded (no route),Depends on FR-HRM-033 (Country Pack labour rules) first,,HRM-overtime-and-payroll-country-pack
FR-HRM-035,FR,HRM,S,14.5,Export payroll data (CSV/provider templates),BACKEND,NOT_IMPLEMENTED,NONE,NONE,,workforce.permissions.ts:8-11: 'hr.payroll.export ... deliberately NOT seeded: no ... payroll-export route exists ... FR-HRM-035/036 are out of scope for this slice',,,HRM-overtime-and-payroll-country-pack
FR-HRM-036,FR,HRM,S,14.5,"System SHALL NOT compute net pay/tax (scope boundary, not a build item)",BACKEND,COMPLETE,Negative/scope-boundary requirement (SRS explicitly excludes net-pay/tax computation from product scope). Canonical does not implement a payroll engine anywhere in src/modules/workforce/** (grep confirms no net-pay/tax-withholding computation) — the exclusion is trivially and correctly satisfied by omission.,,,,,,
FR-INT-001,FR,INT,M,23.1,Every external system accessed through an Anti-Corruption Layer,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No external-system connectors exist yet, so no ACL pattern has been established; nothing to translate",,,INT-integration-platform-foundation
FR-INT-002,FR,INT,M,23.1,"Outbound integration calls dispatched via transactional outbox, idempotent",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No transactional outbox infrastructure for external integrations found (sync module's HLC/batch machinery is for device offline-sync, a different concern)",,,INT-integration-platform-foundation
FR-INT-003,FR,INT,M,23.1,"Inbound integration calls authenticated, rate-limited, schema-validated, idempotent by external reference",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No inbound integration endpoints exist,,,INT-integration-platform-foundation
FR-INT-004,FR,INT,M,23.1,Integration health dashboard: per-connector status/last success/error rate/queue depth,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No connectors and no health-dashboard endpoint found,,,INT-integration-platform-foundation
FR-INT-005,FR,INT,M,23.1,"Integration credentials encrypted, rotatable without downtime, never logged",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No integration credential store found (only observability redaction.spec.ts covers general log redaction, not an integration-credential vault)",,,INT-integration-platform-foundation
FR-INT-006,FR,INT,M,23.1,Per-connector circuit breaker with suspend/queue/periodic probe,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No circuit-breaker implementation found for external connectors,,,INT-integration-platform-foundation
FR-INV-001,FR,INV,M,11.2,Stock item master with defined attributes,BACKEND,COMPLETE,"prisma/schema.prisma:StockItem,StockItemCategory; src/modules/inventory/stock-items/stock-items.service.ts",test/inventory.e2e-spec.ts,,,,,
FR-INV-002,FR,INV,M,11.2,Base unit immutable once any stock movement exists for the item,BACKEND,COMPLETE,src/modules/inventory/stock-items/stock-items.service.ts:134-166 (service-enforced check),test/inventory.e2e-spec.ts:796 (rejects base-unit change once movements exist),,,,,
FR-INV-003,FR,INV,M,11.2,Multiple purchase units per item with independent conversion factors,BACKEND,PARTIAL,"prisma/schema.prisma:PackagingUnit (conversionFactorToBase, supplierId UUID unvalidated)",NONE found,,"Schema models multiple purchase units per item, but supplierId has no FK (no Supplier entity exists — see PRC module), so ""per supplier"" packaging cannot be validated against a real supplier; no service/controller route exposing PackagingUnit CRUD found.",,,PRC-INTEGRATION-PACKAGING-UNITS
FR-INV-004,FR,INV,M,11.2,Mass<->volume conversion via density factor; reject when not configured,BACKEND,DESIGNED_ONLY,"prisma/schema.prisma:UomConversion (comment cites BR-CORE-004: ""requires an item-specific density factor and must FAIL where none is configured"")",NONE found,,UomConversion table exists but is never read or written by any application service (no import of UomConversion in src/modules/inventory/**); no enforcement of the FAIL-when-unconfigured rule observed in code.,,,INV-UOM-CONVERSION-ENFORCEMENT
FR-INV-005,FR,INV,S,11.2,Supplier-specific item codes and barcodes for automatic invoice/delivery-note matching,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No barcode field on StockItem or PackagingUnit; no supplier-item-code entity; depends on PRC (Purchasing) module which does not exist.,Requires PRC/Purchasing domain (absent) to have a supplier to key codes against.,,PRC-BUILD-FROM-SCRATCH
FR-INV-010,FR,INV,M,11.3,"Current stock levels per (item, location) maintained as a projection over the movement ledger",BACKEND,COMPLETE,prisma/schema.prisma:StockLevel; src/modules/inventory/movements/movements.service.ts,test/inventory.e2e-spec.ts:258,,,,,
FR-INV-011,FR,INV,M,11.3,Stock levels reconcilable to ledger at any time; scheduled job verifies daily and alerts on divergence,BACKEND,COMPLETE,src/modules/inventory/reconciliation/daily-reconciliation.job.ts; reconciliation.service.ts; GET /inventory/reconciliation,test/inventory-scheduled-reconciliation.e2e-spec.ts,,,,,
FR-INV-012,FR,INV,M,11.3,"Three configurable costing methods per item (weighted average, FIFO, standard)",BACKEND,COMPLETE,src/modules/inventory/costing.ts:21 (CostingMethod type); costing/fifo-cost-ledger.ts,src/modules/inventory/costing.spec.ts; test/inventory.e2e-spec.ts:287,,,,,
FR-INV-013,FR,INV,M,11.3,Batch-tracked FIFO valuation follows batch receipt order; consumption records which batch was consumed,BACKEND,COMPLETE,src/modules/inventory/costing/fifo-cost-ledger.ts; StockLevelBatchAllocation model,src/modules/inventory/costing.spec.ts,,,,,
FR-INV-014,FR,INV,M,11.3,"Negative stock levels permitted, recorded, and alerted, transaction not blocked",BACKEND,COMPLETE,src/modules/inventory/reconciliation/reconciliation.service.ts:62 negativeStock(); GET /inventory/negative-stock,test/inventory.e2e-spec.ts:333 (permits negative stock and surfaces it),,,,,
FR-INV-015,FR,INV,M,11.3,Total inventory value reportable per location/category/item at any historical date from the ledger,BACKEND,PARTIAL,src/modules/inventory/reconciliation / stock-items services expose current levels+cost,NONE found for historical-date valuation,,Current-state valuation is available (levels x cost); no endpoint/service found that computes valuation AS OF an arbitrary historical date from the ledger.,,,INV-HISTORICAL-VALUATION
FR-INV-020,FR,INV,M,11.4,"Batch record created on receipt/production with batch number, dates, qty, cost, supplier, source document",BACKEND,PARTIAL,"prisma/schema.prisma:StockBatch (batchNumber, productionDate, expiryDate, quantityReceived, unitCost, supplierId, goodsReceiptId)",test/inventory.e2e-spec.ts (batch creation via movements),,"supplierId/goodsReceiptId are unvalidated UUIDs (no FK) because no goods-receipt/PRC workflow exists; ""receipt or production"" as a triggering business event (vs. manual movement) is not itself modelled as a receipt workflow.",,,PRC-BUILD-FROM-SCRATCH
